Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	stringsAsFactor
TCGA-67-3774-01A	0.13187798426515	0	0.111450915092435	0.0183866862649649	0	0.274096941400753	0	0.0206715613455874	0	0	0.00529879568567133	0.0271631466208216	0.0312201317429113	0.0505522989242658	0.0520855198463307	0.16709025250166	0	0.0481294620279594	0.0561382638838945	0	0	0.0058380403975957	0.01	0.381754756337954	0.924246237069126	FALSE
TCGA-MP-A4T6-01A	0.217569371679912	0	0.0766852020566171	0.0307357762972426	0	0.247883802785194	0	0.00302028102316678	0.00272614300280995	0	0.0313157121432838	0	0.00581063197573965	0.202533541715721	0.0594957435400236	0.0839551873702918	0.00257166337720605	0.00539456850243589	0.0303023745303557	0	0	0	0	0.430725599103871	0.902067149157892	FALSE
TCGA-50-5942-01A	0.194527812174214	0	0.145437604931069	0.0518251571049377	0	0.30350216247363	0.00456645199646681	0	0	0	0	0.0137234959509574	0.0490853761888042	0.00186099099389311	0.0111438898312765	0.0999406596832848	0.0130311860930253	0.0146028604267534	0.0967523521516871	0	0	0	0	0.459224854397124	0.887802875790285	FALSE
TCGA-55-6969-11A	0	0.143648308826885	0	0.0300239719366067	0	0.172230567765403	0	0.0104121087712605	0	0	0.0398157986100307	0	0.0456430821694292	0.235624953558501	0	0.220009020524835	0	0.0472772434557143	0.0474665023295638	0	0	0.00784844205177123	0.02	0.240508435502013	0.98801771519685	FALSE
TCGA-86-8280-01A	0.104969483752672	0	0.008664829321197	0.0523626960641071	0	0.345274217862391	0.00206570843891755	0.00317503827853748	0	0	0.0201000291507813	0.018047971850102	0.0609783388608248	0.14972832298061	0.0628442387207013	0.0698406570424519	0	0.0251069556239645	0.076841512052741	0	0	0	0.03	0.183709679114045	1.009646734914	FALSE
TCGA-44-7662-01A	0.0608633989510811	0	0.0528986789242064	0.0858608549390119	0	0.23143359555825	0	0	0	0	0	0.0163825664132974	0	0.240244618723102	0.069344462768216	0.227939238729957	0	0	0	0.00497596230469035	0	0.0100566226881882	0.03	0.173842062467304	1.02320362038678	FALSE
TCGA-78-7146-01A	0.004888298242893	0	0	0.0623310764930402	0	0.235430072709842	0.0288215413920172	0.0402447832870312	0	0	0.0189550236046569	0.0115919307672483	0.0305063429135404	0.186361368086696	0.0415246334015844	0.164112393922432	0	0.150283787428823	0.0249487477501954	0	0	0	0.03	0.141131315312861	1.03425266298866	FALSE
TCGA-97-8179-01A	0.040941078196104	0	0.00383750858312048	0.0515114586242254	0	0.0849471983878919	0	0.0375632829828943	0.013532382895874	0	0.0116033315894961	0.0158695698694957	0.0684357873461954	0.210784650288411	0.0279290286590279	0.219371909822497	0.0747991814952147	0.0490117246383849	0.0597630766331456	0	0.0300988299880213	0	0.07	0.102768207272985	1.04351155923566	FALSE
TCGA-55-7570-01A	0.276527194988063	0	0.237484346457851	0.117556560961301	0	0.0819173016265309	0.0131884273518073	0.0568806544943218	0	0	0.00173188424556575	0.00663716558925592	0.0120176171220141	0.0984034493337368	0.0186077416457027	0.0514121068922941	0.0011729395404004	0	0.0264626097511555	0	0	0	0	0.525032240605729	0.854237333199576	FALSE
TCGA-50-5072-01A	0.189267534170326	0	0.105250557366311	0.010742989915626	0	0.153838242366799	0	0.00836354253941392	0	0	0.0319239549244855	0	0.0201429868804914	0.171186986927091	0.0437764747584003	0.183323234479	0	0.0311841807402059	0.0410341234807808	0	0	0.0099651914510697	0	0.419928658730628	0.90713057113323	FALSE
